claim_id,employee_id,receipt_id,submitted_at,status,claimed_amount,category,decided_at,duplicate_of,dup_type
C00285,E023,R00285,2025-06-22T14:00:00,UNDER_REVIEW,1300.00,stationery,,,
C00286,E012,R00286,2025-05-25T11:00:00,SUBMITTED,1531.00,food,,,
C00287,E002,R00287,2025-07-26T16:00:00,SUBMITTED,1513.00,grocery,,,
C00288,E009,R00288,2025-07-21T11:00:00,APPROVED,6942.00,hardware,2025-07-23T11:00:00,,
C00289,E007,R00289,2025-03-25T12:00:00,UNDER_REVIEW,1947.00,food,,,
C00290,E020,R00290,2025-07-07T11:00:00,UNDER_REVIEW,4908.00,stationery,,,
C00291,E019,R00291,2025-02-01T16:00:00,APPROVED,31447.00,travel,2025-02-09T16:00:00,,
C00292,E007,R00292,2025-08-04T11:00:00,SUBMITTED,35678.00,printing,,,
C00293,E010,R00293,2025-07-29T16:00:00,SUBMITTED,1318.00,pharmacy,,,
C00294,E015,R00294,2025-06-19T13:00:00,APPROVED,8108.00,stationery,2025-06-27T13:00:00,,
C00295,E018,R00295,2025-06-01T16:00:00,APPROVED,12786.00,travel,2025-06-08T16:00:00,,
C00296,E024,R00296,2025-03-12T14:00:00,SUBMITTED,1537.00,fuel,,,
C00297,E017,R00297,2025-05-17T17:00:00,APPROVED,8653.00,hardware,2025-05-18T17:00:00,,
C00298,E020,R00298,2025-05-17T11:00:00,REJECTED,2757.00,fuel,2025-05-18T11:00:00,,
C00299,E008,R00299,2025-04-26T09:00:00,REJECTED,1076.00,fuel,2025-05-01T09:00:00,,
C00300,E016,R00300,2025-08-10T11:00:00,REJECTED,3123.00,fuel,2025-08-14T11:00:00,,
C00301,E020,R00301,2025-02-04T17:00:00,APPROVED,602.00,pharmacy,2025-02-10T17:00:00,,
C00302,E009,R00302,2025-04-13T10:00:00,SUBMITTED,2898.00,food,,,
C00303,E018,R00303,2025-04-12T11:00:00,APPROVED,1624.00,pharmacy,2025-04-17T11:00:00,,
C00304,E003,R00304,2025-06-15T13:00:00,APPROVED,3376.00,stationery,2025-06-16T13:00:00,,
C00305,E002,R00305,2025-01-20T16:00:00,APPROVED,43023.00,hotel,2025-01-26T16:00:00,,
C00306,E016,R00306,2025-05-28T14:00:00,APPROVED,1735.00,food,2025-05-30T14:00:00,,
C00307,E021,R00307,2025-04-08T09:00:00,UNDER_REVIEW,4197.00,pharmacy,,,
C00308,E017,R00308,2025-03-10T17:00:00,SUBMITTED,1864.00,food,,,
C00309,E012,R00309,2025-02-13T11:00:00,UNDER_REVIEW,44775.00,hotel,,,
C00310,E010,R00310,2025-05-10T13:00:00,REJECTED,1709.00,food,2025-05-15T13:00:00,,
C00311,E002,R00311,2025-07-07T10:00:00,UNDER_REVIEW,1192.00,pharmacy,,,
C00312,E010,R00312,2025-04-09T15:00:00,SUBMITTED,1324.00,stationery,,,
C00313,E017,R00313,2025-04-05T09:00:00,SUBMITTED,536.00,fuel,,,
C00314,E021,R00314,2025-07-07T15:00:00,APPROVED,2389.00,stationery,2025-07-11T15:00:00,,
C00315,E007,R00315,2025-01-29T14:00:00,REJECTED,3195.00,food,2025-01-30T14:00:00,,
C00316,E009,R00316,2025-01-22T10:00:00,REJECTED,1944.00,food,2025-01-24T10:00:00,,
C00317,E016,R00317,2025-04-09T16:00:00,REJECTED,4509.00,grocery,2025-04-15T16:00:00,,
C00318,E014,R00318,2025-07-01T09:00:00,UNDER_REVIEW,1943.00,grocery,,,
C00319,E016,R00319,2025-03-08T18:00:00,SUBMITTED,4821.00,grocery,,,
C00320,E025,R00320,2025-05-19T14:00:00,APPROVED,856.00,food,2025-05-20T14:00:00,,
C00321,E017,R00321,2025-04-07T17:00:00,SUBMITTED,7865.00,hardware,,,
C00322,E018,R00322,2025-04-20T12:00:00,SUBMITTED,868.00,grocery,,,
C00323,E009,R00323,2025-06-27T12:00:00,REJECTED,1087.00,food,2025-06-28T12:00:00,,
C00324,E022,R00324,2025-01-16T13:00:00,SUBMITTED,3631.00,grocery,,,
C00325,E022,R00325,2025-05-05T09:00:00,REJECTED,2253.00,food,2025-05-07T09:00:00,,
C00326,E009,R00326,2025-04-23T11:00:00,APPROVED,2838.00,grocery,2025-04-24T11:00:00,,
C00327,E012,R00327,2025-01-18T10:00:00,SUBMITTED,10935.00,printing,,,
C00328,E022,R00328,2025-03-29T18:00:00,APPROVED,22988.00,printing,2025-04-02T18:00:00,,
C00329,E022,R00329,2025-04-16T13:00:00,UNDER_REVIEW,695.00,food,,,
C00330,E004,R00330,2025-08-03T15:00:00,SUBMITTED,3293.00,stationery,,,
C00331,E013,R00331,2025-08-21T13:00:00,UNDER_REVIEW,1507.00,food,,,
C00332,E018,R00332,2025-06-05T12:00:00,SUBMITTED,1329.00,grocery,,,
C00333,E010,R00333,2025-03-13T09:00:00,UNDER_REVIEW,3541.00,grocery,,,
C00334,E025,R00334,2025-05-15T12:00:00,REJECTED,2374.00,grocery,2025-05-21T12:00:00,,
C00335,E016,R00335,2025-05-21T14:00:00,APPROVED,2656.00,food,2025-05-25T14:00:00,,
C00336,E006,R00336,2025-04-11T09:00:00,APPROVED,5377.00,fuel,2025-04-15T09:00:00,,
C00337,E008,R00337,2025-08-23T18:00:00,APPROVED,4277.00,fuel,2025-08-27T18:00:00,,
C00338,E010,R00338,2025-04-22T17:00:00,REJECTED,3153.00,fuel,2025-04-23T17:00:00,,
C00339,E017,R00339,2025-02-23T15:00:00,APPROVED,14931.00,hotel,2025-03-03T15:00:00,,
C00340,E019,R00340,2025-06-07T15:00:00,APPROVED,7899.00,hardware,2025-06-09T15:00:00,,
C00341,E023,R00341,2025-07-23T17:00:00,SUBMITTED,3043.00,fuel,,,
C00342,E024,R00342,2025-04-06T15:00:00,REJECTED,1366.00,grocery,2025-04-07T15:00:00,,
C00343,E005,R00343,2025-07-04T18:00:00,SUBMITTED,754.00,fuel,,,
C00344,E005,R00344,2025-04-22T10:00:00,APPROVED,12293.00,hotel,2025-04-27T10:00:00,,
C00345,E011,R00345,2025-08-26T16:00:00,SUBMITTED,10725.00,hardware,,,
C00346,E023,R00346,2025-02-07T12:00:00,APPROVED,3037.00,fuel,2025-02-11T12:00:00,,
C00347,E023,R00347,2025-04-15T11:00:00,UNDER_REVIEW,378.00,grocery,,,
C00348,E015,R00348,2025-04-14T16:00:00,SUBMITTED,3952.00,stationery,,,
C00349,E025,R00349,2025-09-02T14:00:00,APPROVED,1052.00,food,2025-09-03T14:00:00,,
C00350,E014,R00350,2025-03-30T16:00:00,SUBMITTED,1042.00,food,,,
C00351,E020,R00351,2025-04-07T17:00:00,SUBMITTED,968.00,food,,,
C00352,E021,R00352,2025-04-20T14:00:00,APPROVED,2690.00,food,2025-04-26T14:00:00,,
C00353,E016,R00353,2025-02-24T18:00:00,SUBMITTED,1327.00,grocery,,,
C00354,E011,R00354,2025-02-18T09:00:00,REJECTED,701.00,food,2025-02-23T09:00:00,,
C00355,E001,R00355,2025-04-22T11:00:00,SUBMITTED,3439.00,grocery,,,
C00356,E019,R00356,2025-02-22T14:00:00,REJECTED,973.00,food,2025-02-27T14:00:00,,
C00357,E021,R00357,2025-07-16T12:00:00,APPROVED,250.00,pharmacy,2025-07-19T12:00:00,,
C00358,E006,R00358,2025-07-10T15:00:00,APPROVED,780.00,food,2025-07-14T15:00:00,,
C00359,E002,R00359,2025-06-28T10:00:00,SUBMITTED,3624.00,stationery,,,
C00360,E004,R00360,2025-05-11T13:00:00,UNDER_REVIEW,4639.00,hardware,,,
C00361,E019,R00361,2025-04-02T09:00:00,APPROVED,3544.00,grocery,2025-04-08T09:00:00,,
C00362,E001,R00362,2025-06-09T18:00:00,SUBMITTED,1329.00,stationery,,,
C00363,E024,R00363,2025-03-05T10:00:00,APPROVED,702.00,food,2025-03-12T10:00:00,,
C00364,E003,R00364,2025-06-10T13:00:00,APPROVED,5004.00,fuel,2025-06-14T13:00:00,,
C00365,E009,R00365,2025-04-17T14:00:00,APPROVED,832.00,fuel,2025-04-24T14:00:00,,
C00366,E023,R00366,2025-01-27T12:00:00,APPROVED,1638.00,food,2025-02-03T12:00:00,,
C00367,E025,R00367,2025-05-17T18:00:00,SUBMITTED,4189.00,grocery,,,
C00368,E023,R00368,2025-02-20T09:00:00,APPROVED,1287.00,food,2025-02-21T09:00:00,,
C00369,E016,R00369,2025-09-09T17:00:00,SUBMITTED,21009.00,hotel,,,
C00370,E001,R00370,2025-03-22T11:00:00,APPROVED,2686.00,pharmacy,2025-03-30T11:00:00,,
C00371,E016,R00371,2025-07-25T18:00:00,SUBMITTED,13883.00,hotel,,,
C00372,E021,R00372,2025-06-05T17:00:00,APPROVED,24133.00,hotel,2025-06-11T17:00:00,,
C00373,E014,R00373,2025-06-06T14:00:00,APPROVED,2382.00,food,2025-06-08T14:00:00,,
C00374,E006,R00374,2025-02-27T14:00:00,UNDER_REVIEW,1340.00,food,,,
C00375,E006,R00375,2025-08-23T09:00:00,SUBMITTED,11467.00,printing,,,
C00376,E017,R00376,2025-01-18T18:00:00,UNDER_REVIEW,525.00,food,,,
C00377,E007,R00377,2025-03-09T10:00:00,UNDER_REVIEW,25619.00,travel,,,
C00378,E017,R00378,2025-05-22T12:00:00,UNDER_REVIEW,3591.00,stationery,,,
C00379,E010,R00379,2025-03-21T14:00:00,REJECTED,22997.00,printing,2025-03-24T14:00:00,,
C00380,E014,R00380,2025-04-30T14:00:00,SUBMITTED,517.00,grocery,,,
C00381,E016,R00381,2025-05-06T10:00:00,REJECTED,4179.00,hardware,2025-05-12T10:00:00,,
C00382,E002,R00382,2025-06-23T09:00:00,REJECTED,5670.00,grocery,2025-07-01T09:00:00,,
C00383,E013,R00383,2025-03-31T18:00:00,UNDER_REVIEW,2816.00,pharmacy,,,
C00384,E012,R00384,2025-08-15T16:00:00,APPROVED,8312.00,printing,2025-08-16T16:00:00,,
C00385,E008,R00385,2025-05-07T15:00:00,APPROVED,4272.00,grocery,2025-05-11T15:00:00,,
C00386,E008,R00386,2025-05-26T11:00:00,APPROVED,2254.00,travel,2025-05-30T11:00:00,,
C00387,E009,R00387,2025-09-11T17:00:00,APPROVED,2279.00,food,2025-09-14T17:00:00,,
C00388,E012,R00388,2025-09-14T10:00:00,APPROVED,4395.00,grocery,2025-09-15T10:00:00,,
C00389,E001,R00389,2025-08-10T13:00:00,APPROVED,1958.00,food,2025-08-11T13:00:00,,
C00390,E017,R00390,2025-07-18T10:00:00,UNDER_REVIEW,23717.00,hotel,,,
C00391,E010,R00391,2025-04-02T15:00:00,APPROVED,1993.00,grocery,2025-04-07T15:00:00,,
C00392,E019,R00392,2025-02-24T13:00:00,UNDER_REVIEW,2568.00,food,,,
C00393,E020,R00393,2025-07-22T13:00:00,SUBMITTED,2614.00,food,,,
C00394,E020,R00394,2025-02-08T15:00:00,UNDER_REVIEW,4391.00,hardware,,,
C00395,E010,R00395,2025-08-02T13:00:00,UNDER_REVIEW,4010.00,stationery,,,
C00396,E019,R00396,2025-06-25T15:00:00,SUBMITTED,1364.00,food,,,
C00397,E002,R00397,2025-05-02T18:00:00,SUBMITTED,10262.00,travel,,,
C00398,E013,R00398,2025-07-31T12:00:00,REJECTED,1109.00,grocery,2025-08-07T12:00:00,,
C00399,E005,R00399,2025-02-22T10:00:00,SUBMITTED,3862.00,grocery,,,
C00400,E021,R00400,2025-02-15T17:00:00,APPROVED,19662.00,hotel,2025-02-16T17:00:00,,
C00401,E017,R00401,2025-02-16T17:00:00,APPROVED,7653.00,hardware,2025-02-19T17:00:00,,
C00402,E016,R00402,2025-07-24T16:00:00,SUBMITTED,4526.00,grocery,,,
C00403,E020,R00403,2025-08-04T11:00:00,UNDER_REVIEW,4416.00,stationery,,,
C00404,E021,R00404,2025-05-09T12:00:00,UNDER_REVIEW,12662.00,hardware,,,
C00405,E007,R00405,2025-05-04T15:00:00,APPROVED,13372.00,travel,2025-05-06T15:00:00,,
C00406,E006,R00406,2025-05-05T12:00:00,UNDER_REVIEW,3221.00,grocery,,,
C00407,E010,R00407,2025-03-18T14:00:00,APPROVED,3165.00,food,2025-03-19T14:00:00,,
C00408,E022,R00408,2025-05-30T14:00:00,APPROVED,3684.00,fuel,2025-06-06T14:00:00,,
C00409,E014,R00409,2025-01-26T17:00:00,APPROVED,14297.00,hotel,2025-01-29T17:00:00,,
C00410,E023,R00410,2025-06-24T14:00:00,APPROVED,2901.00,pharmacy,2025-07-02T14:00:00,,
C00411,E013,R00411,2025-01-29T09:00:00,APPROVED,1931.00,stationery,2025-02-02T09:00:00,,
C00412,E002,R00412,2025-06-10T11:00:00,REJECTED,2889.00,pharmacy,2025-06-17T11:00:00,,
C00413,E013,R00413,2025-03-08T13:00:00,APPROVED,3928.00,grocery,2025-03-13T13:00:00,,
C00414,E001,R00414,2025-07-30T11:00:00,APPROVED,18079.00,printing,2025-08-03T11:00:00,,
C00415,E006,R00415,2025-07-13T14:00:00,APPROVED,1610.00,food,2025-07-20T14:00:00,,
C00416,E012,R00416,2025-03-30T18:00:00,SUBMITTED,6539.00,fuel,,,
C00417,E007,R00417,2025-02-04T13:00:00,APPROVED,566.00,fuel,2025-02-09T13:00:00,,
C00418,E004,R00418,2025-07-21T13:00:00,APPROVED,2225.00,food,2025-07-23T13:00:00,,
C00419,E004,R00419,2025-08-13T17:00:00,APPROVED,2619.00,fuel,2025-08-20T17:00:00,,
C00420,E001,R00420,2025-07-02T10:00:00,APPROVED,2186.00,fuel,2025-07-03T10:00:00,,
C00421,E008,R00421,2025-04-23T13:00:00,SUBMITTED,2019.00,pharmacy,,,
C00422,E020,R00422,2025-08-03T16:00:00,SUBMITTED,1892.00,food,,,
C00423,E014,R00423,2025-04-14T18:00:00,SUBMITTED,4026.00,fuel,,,
C00424,E023,R00424,2025-09-04T10:00:00,UNDER_REVIEW,6676.00,fuel,,,
C00425,E016,R00425,2025-03-10T13:00:00,APPROVED,2523.00,food,2025-03-16T13:00:00,,
C00426,E008,R00231,2025-07-08T14:00:00,UNDER_REVIEW,860.00,food,,C00231,PHOTO_REUSE
C00427,E014,R60427,2025-02-01T13:00:00,UNDER_REVIEW,14297.00,hotel,,C00409,PHOTO_REUSE
C00428,E017,R60428,2025-03-09T14:00:00,SUBMITTED,202.00,food,,C00272,PHOTO_REUSE
C00429,E017,R00401,2025-02-20T17:00:00,APPROVED,7653.00,hardware,2025-02-22T17:00:00,C00401,PHOTO_REUSE
C00430,E019,R00036,2025-08-26T15:00:00,REJECTED,2781.00,pharmacy,2025-09-02T15:00:00,C00036,PHOTO_REUSE
C00431,E013,R00413,2025-03-12T13:00:00,APPROVED,3928.00,grocery,2025-03-17T13:00:00,C00413,PHOTO_REUSE
C00432,E011,R00258,2025-06-14T12:00:00,APPROVED,1162.00,food,2025-06-18T12:00:00,C00258,PHOTO_REUSE
C00433,E017,R00137,2025-05-11T15:00:00,APPROVED,4064.00,stationery,2025-05-14T15:00:00,C00137,PHOTO_REUSE
C00434,E014,R00152,2025-05-18T09:00:00,APPROVED,465.00,grocery,2025-05-24T09:00:00,C00152,PHOTO_REUSE
C00435,E004,R00106,2025-09-05T16:00:00,REJECTED,1329.00,food,2025-09-10T16:00:00,C00106,PHOTO_REUSE
C00436,E014,R00152,2025-05-22T14:00:00,SUBMITTED,465.00,grocery,,C00152,PHOTO_REUSE
C00437,E011,R00199,2025-07-06T12:00:00,SUBMITTED,1878.00,food,,C00199,PHOTO_REUSE
C00438,E020,R00246,2025-04-09T16:00:00,SUBMITTED,1327.00,food,,C00246,PHOTO_REUSE
C00439,E010,R00256,2025-02-09T18:00:00,UNDER_REVIEW,847.00,pharmacy,,C00256,PHOTO_REUSE
C00440,E001,R60440,2025-07-03T09:00:00,UNDER_REVIEW,2186.00,fuel,,C00420,PHOTO_REUSE
C00441,E019,R00249,2025-03-05T18:00:00,APPROVED,2207.00,grocery,2025-03-06T18:00:00,C00249,PHOTO_REUSE
C00442,E017,R60442,2025-01-23T11:00:00,SUBMITTED,1729.00,pharmacy,,C00050,PHOTO_REUSE
C00443,E018,R00003,2025-01-21T11:00:00,APPROVED,6264.00,stationery,2025-01-27T11:00:00,C00003,PHOTO_REUSE
C00444,E008,R60444,2025-08-28T18:00:00,APPROVED,4277.00,fuel,2025-09-02T18:00:00,C00337,PHOTO_REUSE
C00445,E022,R60445,2025-06-05T14:00:00,APPROVED,3573.00,food,2025-06-10T14:00:00,C00198,PHOTO_REUSE
C00446,E022,R60446,2025-04-10T13:00:00,SUBMITTED,1570.00,food,,C00054,PHOTO_REUSE
C00447,E018,R00303,2025-04-21T11:00:00,APPROVED,1624.00,pharmacy,2025-04-28T11:00:00,C00303,PHOTO_REUSE
C00448,E011,R60448,2025-06-13T13:00:00,REJECTED,5004.00,fuel,2025-06-16T13:00:00,C00364,PHOTO_REUSE
C00449,E017,R00060,2025-08-31T18:00:00,UNDER_REVIEW,22174.00,printing,,C00060,PHOTO_REUSE
C00450,E006,R00374,2025-03-01T14:00:00,UNDER_REVIEW,1340.00,food,,C00374,PHOTO_REUSE
C00451,E015,R00294,2025-06-24T12:00:00,APPROVED,8108.00,stationery,2025-07-01T12:00:00,C00294,PHOTO_REUSE
C00452,E002,R60452,2025-01-29T16:00:00,REJECTED,43023.00,hotel,2025-02-05T16:00:00,C00305,PHOTO_REUSE
C00453,E025,R60453,2025-07-28T18:00:00,APPROVED,2472.00,food,2025-08-03T18:00:00,C00254,PHOTO_REUSE
C00454,E010,R60454,2025-06-15T16:00:00,APPROVED,2487.00,food,2025-06-16T16:00:00,C00232,PHOTO_REUSE
C00455,E025,R60455,2025-01-21T11:00:00,APPROVED,1256.00,grocery,2025-01-26T11:00:00,C00218,PHOTO_REUSE
C00456,E003,R90456,2025-06-20T13:00:00,REJECTED,3376.00,stationery,2025-06-21T13:00:00,C00304,RETYPED
C00457,E021,R90457,2025-02-18T12:00:00,APPROVED,19663.00,hotel,2025-02-25T12:00:00,C00400,RETYPED
C00458,E025,R90458,2025-02-13T13:00:00,SUBMITTED,551.00,food,,C00181,RETYPED
C00459,E020,R90459,2025-07-10T11:00:00,SUBMITTED,4908.50,stationery,,C00290,RETYPED
C00460,E002,R90460,2025-06-20T10:00:00,SUBMITTED,19520.00,hotel,,C00268,RETYPED
C00461,E007,R90461,2025-07-24T16:00:00,SUBMITTED,5151.50,fuel,,C00102,RETYPED
C00462,E002,R90462,2025-06-23T10:00:00,UNDER_REVIEW,1595.50,stationery,,C00188,RETYPED
C00463,E017,R90463,2025-05-04T15:00:00,APPROVED,4063.00,stationery,2025-05-07T15:00:00,C00137,RETYPED
C00464,E013,R90464,2025-05-01T17:00:00,APPROVED,1827.00,food,2025-05-09T17:00:00,C00121,RETYPED
C00465,E015,R90465,2025-03-11T16:00:00,APPROVED,18693.00,travel,2025-03-13T16:00:00,C00159,RETYPED
C00466,E008,R90466,2025-07-18T10:00:00,SUBMITTED,3108.00,food,,C00265,RETYPED
C00467,E016,R90467,2025-05-08T09:00:00,APPROVED,4177.00,hardware,2025-05-09T09:00:00,C00381,RETYPED
C00468,E010,R90468,2025-04-05T15:00:00,UNDER_REVIEW,1991.00,grocery,,C00391,RETYPED
C00469,E021,R90469,2025-02-21T13:00:00,SUBMITTED,5813.50,grocery,,C00166,RETYPED
C00470,E017,R90470,2025-05-27T12:00:00,UNDER_REVIEW,1820.00,pharmacy,,C00193,RETYPED
C00471,E023,R90471,2025-06-14T09:00:00,APPROVED,3735.00,fuel,2025-06-15T09:00:00,C00228,RETYPED
C00472,E015,R90472,2025-07-29T10:00:00,SUBMITTED,2472.50,food,,C00254,RETYPED
C00473,E014,R90473,2025-06-07T10:00:00,APPROVED,2381.00,food,2025-06-09T10:00:00,C00373,RETYPED
C00474,E009,R90474,2025-04-28T10:00:00,APPROVED,3716.50,food,2025-05-01T10:00:00,C00096,RETYPED
C00475,E016,R90475,2025-02-27T18:00:00,SUBMITTED,1325.00,grocery,,C00353,RETYPED
C00476,E004,R70476,2025-06-12T12:00:00,SUBMITTED,1696.31,grocery,,C00091,SPLIT
C00477,E004,R70477,2025-06-11T14:00:00,REJECTED,2847.13,grocery,2025-06-12T14:00:00,C00091,SPLIT
C00478,E007,R70478,2025-02-01T12:00:00,UNDER_REVIEW,1381.24,food,,C00315,SPLIT
C00479,E007,R70479,2025-01-30T14:00:00,APPROVED,1814.12,food,2025-01-31T14:00:00,C00315,SPLIT
C00480,E006,R70480,2025-05-17T17:00:00,APPROVED,2658.49,stationery,2025-05-20T17:00:00,C00174,SPLIT
C00481,E006,R70481,2025-05-22T10:00:00,SUBMITTED,1983.04,stationery,,C00174,SPLIT
C00482,E014,R70482,2025-07-12T09:00:00,APPROVED,2992.54,grocery,2025-07-20T09:00:00,C00241,SPLIT
C00483,E014,R70483,2025-07-11T09:00:00,SUBMITTED,2133.55,grocery,,C00241,SPLIT
C00484,E011,R70484,2025-07-03T12:00:00,SUBMITTED,263.16,food,,C00199,SPLIT
C00485,E011,R70485,2025-07-03T18:00:00,UNDER_REVIEW,1614.78,food,,C00199,SPLIT
C00486,E019,R70486,2025-02-06T16:00:00,APPROVED,20468.03,travel,2025-02-14T16:00:00,C00291,SPLIT
C00487,E019,R70487,2025-02-02T16:00:00,APPROVED,10978.83,travel,2025-02-03T16:00:00,C00291,SPLIT
C00488,E025,R70488,2025-02-05T12:00:00,SUBMITTED,218.48,food,,C00181,SPLIT
C00489,E025,R70489,2025-02-06T09:00:00,APPROVED,331.63,food,2025-02-12T09:00:00,C00181,SPLIT
C00490,E005,R70490,2025-02-03T13:00:00,APPROVED,1366.63,food,2025-02-09T13:00:00,C00016,SPLIT
C00491,E005,R70491,2025-02-09T13:00:00,APPROVED,310.25,food,2025-02-12T13:00:00,C00016,SPLIT
C00492,E012,R70492,2025-03-26T10:00:00,SUBMITTED,3304.55,hardware,,C00056,SPLIT
C00493,E012,R70493,2025-03-28T15:00:00,APPROVED,4703.27,hardware,2025-04-03T15:00:00,C00056,SPLIT
C00494,E016,R00381,2025-05-20T10:00:00,UNDER_REVIEW,4179.00,hardware,,C00381,RESUBMIT_AFTER_REJECT
C00495,E010,R00104,2025-02-04T10:00:00,SUBMITTED,346.00,food,,C00104,RESUBMIT_AFTER_REJECT
C00496,E012,R00115,2025-09-02T11:00:00,SUBMITTED,10477.00,hardware,,C00115,RESUBMIT_AFTER_REJECT
C00497,E004,R00089,2025-05-30T11:00:00,SUBMITTED,2597.00,stationery,,C00089,RESUBMIT_AFTER_REJECT
C00498,E007,R00239,2025-05-10T17:00:00,APPROVED,6303.00,stationery,2025-05-13T17:00:00,C00239,RESUBMIT_AFTER_REJECT
C00499,E003,R00032,2025-06-08T14:00:00,UNDER_REVIEW,19842.00,travel,,C00032,RESUBMIT_AFTER_REJECT
C00500,E002,R00176,2025-01-20T09:00:00,APPROVED,305.00,food,2025-01-22T09:00:00,C00176,RESUBMIT_AFTER_REJECT
C00501,E019,R00117,2025-09-27T14:00:00,APPROVED,969.00,food,2025-09-30T14:00:00,C00117,RESUBMIT_AFTER_REJECT
C00502,E010,R00379,2025-04-04T14:00:00,REJECTED,22997.00,printing,2025-04-07T14:00:00,C00379,RESUBMIT_AFTER_REJECT
C00503,E009,R00008,2025-06-09T18:00:00,APPROVED,2930.00,grocery,2025-06-12T18:00:00,C00008,RESUBMIT_AFTER_REJECT
C00504,E007,R80504,2025-01-31T12:00:00,SUBMITTED,644.00,food,,,
C00505,E003,R80505,2025-09-12T12:00:00,REJECTED,3567.00,food,2025-09-20T12:00:00,,
C00506,E003,R80506,2025-04-04T13:00:00,SUBMITTED,2841.00,pharmacy,,,
C00507,E016,R80507,2025-08-17T16:00:00,APPROVED,24773.00,hotel,2025-08-21T16:00:00,,
C00508,E013,R80508,2025-02-02T09:00:00,SUBMITTED,2045.00,stationery,,,
