receipt_id,image_path,text_path,vendor_name,vendor_canonical,gstin,invoice_no,date,subtotal,cgst,sgst,igst,cess,round_off,total,template_id,noise_tier,rotation_deg
R00121,receipts_images/R00121.png,receipts_text/R00121.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2024-17462,2025-04-17,1737.80,43.45,43.44,0.00,0.00,0.31,1825.00,restaurant,2,-2.46
R00122,receipts_images/R00122.png,receipts_text/R00122.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,INV-2024-01022,2025-07-13,3362.70,302.65,302.64,0.00,0.00,0.01,3968.00,b2b,1,0.06
R00123,receipts_images/R00123.png,receipts_text/R00123.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,RCPT-2025-58949,2025-07-08,953.48,57.21,57.21,0.00,0.00,0.10,1068.00,retail,2,0.3
R00124,receipts_images/R00124.png,receipts_text/R00124.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2024-66521,2025-04-08,1986.80,178.81,178.81,0.00,0.00,-0.42,2344.00,b2b,0,0.0
R00125,receipts_images/R00125.png,receipts_text/R00125.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2024-73307,2025-03-04,2217.83,55.45,55.44,0.00,0.00,0.28,2329.00,restaurant,0,0.0
R00126,receipts_images/R00126.png,receipts_text/R00126.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,RCPT-2024-95487,2025-06-17,16995.66,0.00,0.00,3059.22,0.00,0.12,20055.00,b2b,0,0.0
R00127,receipts_images/R00127.png,receipts_text/R00127.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,TI-2024-51199,2025-08-09,2815.50,70.39,70.39,0.00,0.00,-0.28,2956.00,retail,2,0.11
R00128,receipts_images/R00128.png,receipts_text/R00128.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2025-01027,2025-05-01,6069.24,0.00,0.00,1092.46,0.00,0.30,7162.00,b2b,3,-0.24
R00129,receipts_images/R00129.png,receipts_text/R00129.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,INV-2025-99416,2025-03-27,5460.90,491.48,491.48,0.00,0.00,0.14,6444.00,b2b,0,0.0
R00130,receipts_images/R00130.png,receipts_text/R00130.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,RCPT-2025-98267,2025-06-05,9160.23,229.01,229.00,0.00,0.00,-0.24,9618.00,b2b,1,0.2
R00131,receipts_images/R00131.png,receipts_text/R00131.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,TI-2025-94442,2025-05-18,29344.59,1760.68,1760.67,0.00,0.00,0.06,32866.00,b2b,0,0.0
R00132,receipts_images/R00132.png,receipts_text/R00132.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2025-31071,2025-05-29,5416.30,487.47,487.46,0.00,0.00,-0.23,6391.00,b2b,3,1.36
R00133,receipts_images/R00133.png,receipts_text/R00133.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,INV-2024-04563,2025-05-21,3863.07,0.00,0.00,695.35,0.00,-0.42,4558.00,b2b,1,1.27
R00134,receipts_images/R00134.png,receipts_text/R00134.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,TI-2024-94737,2025-06-03,17734.18,443.36,443.35,0.00,0.00,0.11,18621.00,b2b,1,1.21
R00135,receipts_images/R00135.png,receipts_text/R00135.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2025-66307,2025-02-21,1803.14,162.29,162.28,0.00,0.00,0.29,2128.00,retail,1,0.85
R00136,receipts_images/R00136.png,receipts_text/R00136.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,TI-2025-18573,2025-03-10,2447.83,61.20,61.19,0.00,0.00,-0.22,2570.00,restaurant,1,0.05
R00137,receipts_images/R00137.png,receipts_text/R00137.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,INV-2024-08224,2025-04-26,3443.65,0.00,0.00,619.86,0.00,0.49,4064.00,b2b,0,0.0
R00138,receipts_images/R00138.png,receipts_text/R00138.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,INV-2024-56789,2025-05-14,1165.82,69.95,69.95,0.00,0.00,0.28,1306.00,retail,1,-0.26
R00139,receipts_images/R00139.png,receipts_text/R00139.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,INV-2025-60041,2025-06-26,25227.68,0.00,0.00,1261.38,0.00,-0.06,26489.00,b2b,0,0.0
R00140,receipts_images/R00140.png,receipts_text/R00140.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,TI-2024-55891,2025-05-15,3408.23,306.74,306.74,0.00,0.00,0.29,4022.00,retail,0,0.0
R00141,receipts_images/R00141.png,receipts_text/R00141.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2025-06675,2025-08-26,1856.47,111.39,111.39,0.00,0.00,-0.25,2079.00,retail,1,-1.16
R00142,receipts_images/R00142.png,receipts_text/R00142.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,RCPT-2024-75090,2025-07-04,2062.72,0.00,0.00,247.53,0.00,-0.25,2310.00,retail,0,0.0
R00143,receipts_images/R00143.png,receipts_text/R00143.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2025-82099,2025-02-04,917.05,0.00,0.00,45.85,0.00,0.10,963.00,restaurant,2,0.02
R00144,receipts_images/R00144.png,receipts_text/R00144.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,TI-2024-44906,2025-04-09,11460.05,286.50,286.50,0.00,0.00,-0.05,12033.00,b2b,0,0.0
R00145,receipts_images/R00145.png,receipts_text/R00145.txt,Patel Stores,V012,24AAHCP6677V1Z8,INV-2024-23376,2025-04-04,1091.70,27.30,27.29,0.00,0.00,-0.29,1146.00,retail,0,0.0
R00146,receipts_images/R00146.png,receipts_text/R00146.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,TI-2025-53708,2025-08-26,10585.67,264.64,264.64,0.00,0.00,0.05,11115.00,b2b,2,0.16
R00147,receipts_images/R00147.png,receipts_text/R00147.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,TI-2025-15427,2025-02-09,15031.55,1352.84,1352.84,0.00,0.00,-0.23,17737.00,b2b,0,0.0
R00148,receipts_images/R00148.png,receipts_text/R00148.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,INV-2024-77130,2025-06-02,523.43,13.09,13.08,0.00,0.00,0.40,550.00,retail,3,1.7
R00149,receipts_images/R00149.png,receipts_text/R00149.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2025-38295,2025-04-28,4728.76,425.59,425.59,0.00,0.00,0.06,5580.00,b2b,1,0.28
R00150,receipts_images/R00150.png,receipts_text/R00150.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,RCPT-2025-17281,2025-01-06,3084.74,77.12,77.12,0.00,0.00,0.02,3239.00,retail,0,0.0
R00151,receipts_images/R00151.png,receipts_text/R00151.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,BILL-2025-40481,2025-02-09,3931.79,98.30,98.29,0.00,0.00,-0.38,4128.00,retail,0,0.0
R00152,receipts_images/R00152.png,receipts_text/R00152.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,INV-2024-81954,2025-05-08,443.11,11.08,11.08,0.00,0.00,-0.27,465.00,retail,0,0.0
R00153,receipts_images/R00153.png,receipts_text/R00153.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2025-55249,2025-07-12,2506.42,225.58,225.58,0.00,0.00,0.42,2958.00,b2b,0,0.0
R00154,receipts_images/R00154.png,receipts_text/R00154.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,TI-2025-91754,2025-05-09,2490.84,149.45,149.45,0.00,0.00,0.26,2790.00,retail,2,1.77
R00155,receipts_images/R00155.png,receipts_text/R00155.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2024-92470,2025-03-09,2157.96,0.00,0.00,0.00,0.00,0.04,2158.00,fuel,0,0.0
R00156,receipts_images/R00156.png,receipts_text/R00156.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,INV-2024-99442,2025-08-31,1683.42,0.00,0.00,84.17,0.00,0.41,1768.00,restaurant,0,0.0
R00157,receipts_images/R00157.png,receipts_text/R00157.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,BILL-2024-75834,2025-05-23,1684.48,42.11,42.11,0.00,0.00,0.30,1769.00,retail,3,1.47
R00158,receipts_images/R00158.png,receipts_text/R00158.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,TI-2024-38723,2025-08-05,4660.23,279.62,279.61,0.00,0.00,-0.46,5219.00,retail,0,0.0
R00159,receipts_images/R00159.png,receipts_text/R00159.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,TI-2025-73097,2025-02-23,17805.17,445.13,445.13,0.00,0.00,-0.43,18695.00,b2b,2,1.21
R00160,receipts_images/R00160.png,receipts_text/R00160.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,RCPT-2025-43176,2025-04-24,4452.65,0.00,0.00,0.00,0.00,0.35,4453.00,fuel,2,1.46
R00161,receipts_images/R00161.png,receipts_text/R00161.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,INV-2025-43733,2025-02-18,2327.81,139.67,139.67,0.00,0.00,-0.15,2607.00,retail,0,0.0
R00162,receipts_images/R00162.png,receipts_text/R00162.txt,Patel Stores,V012,24AAHCP6677V1Z8,RCPT-2024-50813,2025-04-20,1508.13,37.71,37.70,0.00,0.00,0.46,1584.00,retail,0,0.0
R00163,receipts_images/R00163.png,receipts_text/R00163.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,BILL-2024-21906,2025-03-21,1922.79,48.07,48.07,0.00,0.00,0.07,2019.00,restaurant,0,0.0
R00164,receipts_images/R00164.png,receipts_text/R00164.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2024-86812,2025-07-25,379.46,34.15,34.15,0.00,0.00,0.24,448.00,retail,2,-2.43
R00165,receipts_images/R00165.png,receipts_text/R00165.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2024-46326,2025-02-13,3093.11,77.33,77.33,0.00,0.00,0.23,3248.00,restaurant,0,0.0
R00166,receipts_images/R00166.png,receipts_text/R00166.txt,Patel Stores,V012,24AAHCP6677V1Z8,INV-2025-50591,2025-02-15,5536.12,0.00,0.00,276.81,0.00,0.07,5813.00,retail,0,0.0
R00167,receipts_images/R00167.png,receipts_text/R00167.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,TI-2024-71730,2025-07-07,4593.35,413.40,413.40,0.00,0.00,-0.15,5420.00,b2b,0,0.0
R00168,receipts_images/R00168.png,receipts_text/R00168.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2024-75144,2025-08-07,2531.26,0.00,0.00,0.00,0.00,-0.26,2531.00,fuel,0,0.0
R00169,receipts_images/R00169.png,receipts_text/R00169.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2025-03791,2025-04-24,1207.01,30.18,30.17,0.00,0.00,-0.36,1267.00,restaurant,1,-1.18
R00170,receipts_images/R00170.png,receipts_text/R00170.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,INV-2025-22268,2025-07-20,627.70,15.70,15.69,0.00,0.00,-0.09,659.00,restaurant,1,-1.06
R00171,receipts_images/R00171.png,receipts_text/R00171.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,TI-2025-97815,2025-01-07,1067.73,26.70,26.69,0.00,0.00,-0.12,1121.00,restaurant,0,0.0
R00172,receipts_images/R00172.png,receipts_text/R00172.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,BILL-2025-59040,2025-03-14,2906.40,0.00,0.00,0.00,0.00,-0.40,2906.00,fuel,0,0.0
R00173,receipts_images/R00173.png,receipts_text/R00173.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,TI-2024-06158,2025-03-22,540.52,13.52,13.51,0.00,0.00,0.45,568.00,restaurant,1,0.6
R00174,receipts_images/R00174.png,receipts_text/R00174.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2024-43601,2025-05-11,3933.50,354.02,354.01,0.00,0.00,0.47,4642.00,b2b,2,1.33
R00175,receipts_images/R00175.png,receipts_text/R00175.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,RCPT-2025-49894,2025-04-04,1257.85,31.45,31.44,0.00,0.00,0.26,1321.00,retail,0,0.0
R00176,receipts_images/R00176.png,receipts_text/R00176.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,TI-2025-73516,2025-01-09,290.76,7.27,7.27,0.00,0.00,-0.30,305.00,restaurant,0,0.0
R00177,receipts_images/R00177.png,receipts_text/R00177.txt,Patel Stores,V012,24AAHCP6677V1Z8,INV-2024-89668,2025-06-06,687.08,17.18,17.17,0.00,0.00,-0.43,721.00,retail,0,0.0
R00178,receipts_images/R00178.png,receipts_text/R00178.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-08288,2025-06-30,1836.07,45.90,45.90,0.00,0.00,0.13,1928.00,restaurant,1,0.13
R00179,receipts_images/R00179.png,receipts_text/R00179.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,TI-2025-28139,2025-02-14,2246.49,134.79,134.79,0.00,0.00,-0.07,2516.00,retail,1,1.38
R00180,receipts_images/R00180.png,receipts_text/R00180.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,RCPT-2025-35924,2025-05-01,3716.06,0.00,0.00,0.00,0.00,-0.06,3716.00,fuel,2,-1.32
R00181,receipts_images/R00181.png,receipts_text/R00181.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2024-42970,2025-01-26,523.91,13.10,13.10,0.00,0.00,-0.11,550.00,restaurant,1,-0.47
R00182,receipts_images/R00182.png,receipts_text/R00182.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2024-49733,2025-08-10,1272.98,31.83,31.82,0.00,0.00,0.37,1337.00,restaurant,1,-0.68
R00183,receipts_images/R00183.png,receipts_text/R00183.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2024-20534,2025-07-01,1516.01,136.44,136.44,0.00,0.00,0.11,1789.00,retail,0,0.0
R00184,receipts_images/R00184.png,receipts_text/R00184.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,TI-2025-31667,2025-02-14,7252.19,435.13,435.13,0.00,0.00,-0.45,8122.00,b2b,3,1.67
R00185,receipts_images/R00185.png,receipts_text/R00185.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2024-79918,2025-04-01,4978.68,0.00,0.00,597.44,0.00,-0.12,5576.00,retail,1,-1.13
R00186,receipts_images/R00186.png,receipts_text/R00186.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2025-12001,2025-04-02,6567.98,0.00,0.00,0.00,0.00,0.02,6568.00,fuel,2,-1.24
R00187,receipts_images/R00187.png,receipts_text/R00187.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,BILL-2024-64447,2025-01-08,244.98,22.05,22.05,0.00,0.00,-0.08,289.00,b2b,2,1.49
R00188,receipts_images/R00188.png,receipts_text/R00188.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,TI-2025-36922,2025-06-09,1352.63,121.74,121.73,0.00,0.00,-0.10,1596.00,b2b,1,-0.7
R00189,receipts_images/R00189.png,receipts_text/R00189.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,BILL-2025-20670,2025-06-26,2312.63,138.76,138.76,0.00,0.00,-0.15,2590.00,retail,1,0.71
R00190,receipts_images/R00190.png,receipts_text/R00190.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,TI-2024-71914,2025-02-25,2807.20,0.00,0.00,0.00,0.00,-0.20,2807.00,fuel,0,0.0
R00191,receipts_images/R00191.png,receipts_text/R00191.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,RCPT-2024-40223,2025-04-06,892.16,0.00,0.00,44.61,0.00,0.23,937.00,retail,0,0.0
R00192,receipts_images/R00192.png,receipts_text/R00192.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2025-56017,2025-06-21,945.86,23.65,23.64,0.00,0.00,-0.15,993.00,restaurant,3,0.81
R00193,receipts_images/R00193.png,receipts_text/R00193.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,BILL-2025-57794,2025-05-21,1623.06,97.39,97.38,0.00,0.00,0.17,1818.00,retail,1,1.07
R00194,receipts_images/R00194.png,receipts_text/R00194.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,INV-2024-02552,2025-07-20,1616.11,40.41,40.40,0.00,0.00,0.08,1697.00,restaurant,0,0.0
R00195,receipts_images/R00195.png,receipts_text/R00195.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,BILL-2025-81908,2025-03-12,14950.03,1345.51,1345.50,0.00,0.00,-0.04,17641.00,b2b,3,-0.71
R00196,receipts_images/R00196.png,receipts_text/R00196.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2025-67887,2025-07-04,2245.81,0.00,0.00,112.29,0.00,-0.10,2358.00,restaurant,2,-0.43
R00197,receipts_images/R00197.png,receipts_text/R00197.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,RCPT-2024-91727,2025-01-09,1243.61,74.62,74.61,0.00,0.00,0.16,1393.00,retail,2,-1.4
R00198,receipts_images/R00198.png,receipts_text/R00198.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,RCPT-2024-41715,2025-05-25,3402.97,85.08,85.07,0.00,0.00,-0.12,3573.00,restaurant,0,0.0
R00199,receipts_images/R00199.png,receipts_text/R00199.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,TI-2025-68280,2025-06-22,1788.51,44.72,44.71,0.00,0.00,0.06,1878.00,restaurant,2,1.34
R00200,receipts_images/R00200.png,receipts_text/R00200.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,RCPT-2025-13166,2025-04-25,929.22,23.23,23.23,0.00,0.00,0.32,976.00,restaurant,0,0.0
R00201,receipts_images/R00201.png,receipts_text/R00201.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,INV-2025-41657,2025-06-18,297.56,17.86,17.85,0.00,0.00,-0.27,333.00,retail,0,0.0
R00202,receipts_images/R00202.png,receipts_text/R00202.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,INV-2024-18523,2025-06-03,3030.79,0.00,0.00,0.00,0.00,0.21,3031.00,fuel,1,0.66
R00203,receipts_images/R00203.png,receipts_text/R00203.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2024-15715,2025-01-28,2408.89,0.00,0.00,120.44,0.00,-0.33,2529.00,restaurant,2,1.87
R00204,receipts_images/R00204.png,receipts_text/R00204.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2024-38610,2025-08-04,1949.42,48.74,48.73,0.00,0.00,0.11,2047.00,restaurant,0,0.0
R00205,receipts_images/R00205.png,receipts_text/R00205.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,RCPT-2024-39050,2025-04-21,1483.65,37.09,37.09,0.00,0.00,0.17,1558.00,restaurant,2,1.2
R00206,receipts_images/R00206.png,receipts_text/R00206.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,RCPT-2024-40076,2025-07-11,1540.84,138.68,138.67,0.00,0.00,-0.19,1818.00,retail,0,0.0
R00207,receipts_images/R00207.png,receipts_text/R00207.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,INV-2025-68366,2025-06-08,1584.40,39.61,39.61,0.00,0.00,0.38,1664.00,restaurant,0,0.0
R00208,receipts_images/R00208.png,receipts_text/R00208.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,INV-2025-44035,2025-03-24,1387.64,34.69,34.69,0.00,0.00,-0.02,1457.00,retail,2,0.55
R00209,receipts_images/R00209.png,receipts_text/R00209.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2025-78403,2025-01-14,2165.22,54.13,54.13,0.00,0.00,-0.48,2273.00,restaurant,2,0.3
R00210,receipts_images/R00210.png,receipts_text/R00210.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,RCPT-2024-37866,2025-07-12,5694.85,0.00,0.00,0.00,0.00,0.15,5695.00,fuel,0,0.0
R00211,receipts_images/R00211.png,receipts_text/R00211.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2025-04168,2025-01-30,3483.62,313.53,313.52,0.00,0.00,0.33,4111.00,retail,0,0.0
R00212,receipts_images/R00212.png,receipts_text/R00212.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,BILL-2024-93601,2025-07-08,1573.95,39.35,39.35,0.00,0.00,0.35,1653.00,restaurant,3,2.74
R00213,receipts_images/R00213.png,receipts_text/R00213.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,TI-2024-01234,2025-05-04,2129.40,191.65,191.64,0.00,0.00,0.31,2513.00,b2b,2,-0.09
R00214,receipts_images/R00214.png,receipts_text/R00214.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,TI-2024-36654,2025-07-12,3307.96,297.72,297.71,0.00,0.00,-0.39,3903.00,b2b,1,-0.02
R00215,receipts_images/R00215.png,receipts_text/R00215.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,INV-2025-35924,2025-02-22,13269.97,1194.30,1194.29,0.00,0.00,0.44,15659.00,b2b,2,-0.21
R00216,receipts_images/R00216.png,receipts_text/R00216.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2024-68692,2025-07-22,1131.86,67.91,67.91,0.00,0.00,0.32,1268.00,retail,0,0.0
R00217,receipts_images/R00217.png,receipts_text/R00217.txt,Patel Stores,V012,24AAHCP6677V1Z8,INV-2024-36610,2025-09-01,1906.55,47.67,47.66,0.00,0.00,0.12,2002.00,retail,0,0.0
R00218,receipts_images/R00218.png,receipts_text/R00218.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2025-40739,2025-01-13,1196.52,29.92,29.91,0.00,0.00,-0.35,1256.00,retail,3,1.2
R00219,receipts_images/R00219.png,receipts_text/R00219.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,TI-2024-80637,2025-07-10,1362.06,0.00,0.00,245.17,0.00,-0.23,1607.00,retail,1,-0.59
R00220,receipts_images/R00220.png,receipts_text/R00220.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,INV-2024-81364,2025-08-29,1287.11,32.18,32.18,0.00,0.00,-0.47,1351.00,restaurant,0,0.0
R00221,receipts_images/R00221.png,receipts_text/R00221.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,RCPT-2024-26831,2025-04-13,2438.94,146.34,146.33,0.00,0.00,0.39,2732.00,retail,2,1.46
R00222,receipts_images/R00222.png,receipts_text/R00222.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,BILL-2025-41726,2025-06-08,2665.80,239.92,239.92,0.00,0.00,0.36,3146.00,b2b,1,-0.19
R00223,receipts_images/R00223.png,receipts_text/R00223.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,INV-2024-77513,2025-03-11,289.59,7.24,7.24,0.00,0.00,-0.07,304.00,retail,3,0.52
R00224,receipts_images/R00224.png,receipts_text/R00224.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,INV-2024-48369,2025-06-18,2958.17,73.96,73.95,0.00,0.00,-0.08,3106.00,restaurant,0,0.0
R00225,receipts_images/R00225.png,receipts_text/R00225.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,RCPT-2024-46743,2025-07-01,2032.03,50.80,50.80,0.00,0.00,0.37,2134.00,restaurant,0,0.0
R00226,receipts_images/R00226.png,receipts_text/R00226.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,RCPT-2025-18131,2025-02-20,2029.37,50.74,50.73,0.00,0.00,0.16,2131.00,restaurant,0,0.0
R00227,receipts_images/R00227.png,receipts_text/R00227.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,TI-2024-71328,2025-02-12,1762.01,44.05,44.05,0.00,0.00,-0.11,1850.00,restaurant,0,0.0
R00228,receipts_images/R00228.png,receipts_text/R00228.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,RCPT-2025-02572,2025-06-03,3732.69,0.00,0.00,0.00,0.00,0.31,3733.00,fuel,0,0.0
R00229,receipts_images/R00229.png,receipts_text/R00229.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,TI-2024-91517,2025-02-22,7456.54,0.00,0.00,0.00,0.00,0.46,7457.00,fuel,0,0.0
R00230,receipts_images/R00230.png,receipts_text/R00230.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,BILL-2025-53093,2025-01-28,1192.55,0.00,0.00,59.63,0.00,-0.18,1252.00,restaurant,0,0.0
R00231,receipts_images/R00231.png,receipts_text/R00231.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2024-00781,2025-06-25,818.96,20.48,20.47,0.00,0.00,0.09,860.00,restaurant,2,-2.38
R00232,receipts_images/R00232.png,receipts_text/R00232.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2025-86142,2025-06-01,2368.15,0.00,0.00,118.41,0.00,0.44,2487.00,restaurant,2,-1.66
R00233,receipts_images/R00233.png,receipts_text/R00233.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,BILL-2024-43368,2025-05-17,2138.98,128.34,128.34,0.00,0.00,0.34,2396.00,retail,1,1.49
R00234,receipts_images/R00234.png,receipts_text/R00234.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2024-30956,2025-01-13,5784.71,0.00,0.00,1041.25,0.00,0.04,6826.00,retail,0,0.0
R00235,receipts_images/R00235.png,receipts_text/R00235.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2025-09921,2025-09-02,7900.80,711.07,711.07,0.00,0.00,0.06,9323.00,b2b,1,1.13
R00236,receipts_images/R00236.png,receipts_text/R00236.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,INV-2025-71903,2025-07-23,348.18,31.34,31.33,0.00,0.00,0.15,411.00,b2b,3,-0.34
R00237,receipts_images/R00237.png,receipts_text/R00237.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,BILL-2024-84280,2025-01-14,15233.14,1370.99,1370.98,0.00,0.00,-0.11,17975.00,b2b,3,-1.44
R00238,receipts_images/R00238.png,receipts_text/R00238.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,RCPT-2024-87809,2025-03-26,6170.00,0.00,0.00,0.00,0.00,0.00,6170.00,fuel,2,0.58
R00239,receipts_images/R00239.png,receipts_text/R00239.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,INV-2025-67485,2025-04-17,5341.64,480.75,480.75,0.00,0.00,-0.14,6303.00,b2b,0,0.0
R00240,receipts_images/R00240.png,receipts_text/R00240.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2024-30382,2025-03-29,297.95,0.00,0.00,35.75,0.00,0.30,334.00,retail,0,0.0
R00241,receipts_images/R00241.png,receipts_text/R00241.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2024-78710,2025-06-24,4881.99,122.05,122.05,0.00,0.00,-0.09,5126.00,retail,1,0.85
