receipt_id,line_no,text,role
R00139,11,"City Taxi                  3        1,585.35",ITEM
R00139,12,Airport Transfer           1          867.53,ITEM
R00139,13,--------------------------------------------,OTHER
R00139,14,Total Qty: 12,OTHER
R00139,15,"Taxable Amount:                    25,227.68",SUBTOTAL
R00139,16,"IGST @ 5%:                          1,261.38",TAX
R00139,17,Round Off Adj:                         -0.06,TAX
R00139,18,"Amount Payable:                   ₹26,489.00",TOTAL
R00139,19,--------------------------------------------,OTHER
R00139,20,Thank you for your business,FOOTER
R00140,0,BENGAL BOOK DEPOT,VENDOR
R00140,1,"6 Park Street, Kolkata 700016",ADDRESS
R00140,2,Ph: 9830011234,ADDRESS
R00140,3,GST Reg No: 19AACCB3456W1ZT,GSTIN
R00140,4,RETAIL INVOICE,OTHER
R00140,5,--------------------------------------------,OTHER
R00140,6,Inv No: TI-2024-55891,INVOICE
R00140,7,Date of Supply: 15.05.2025,DATE
R00140,8,--------------------------------------------,OTHER
R00140,9,Item                     Qty          Amount,OTHER
R00140,10,Notebook 200pg             4          324.56,ITEM
R00140,11,"Printer Ink                2        1,945.00",ITEM
R00140,12,A4 Paper Ream              1          265.91,ITEM
R00140,13,A4 Paper Ream              3          721.44,ITEM
R00140,14,Marker Pen                 4          151.32,ITEM
R00140,15,--------------------------------------------,OTHER
R00140,16,"Taxable Amount:                     3,408.23",SUBTOTAL
R00140,17,CGST @ 9%:                            306.74,TAX
R00140,18,SGST @ 9%:                            306.74,TAX
R00140,19,Rounding:                               0.29,TAX
R00140,20,"Total Amount:                      ₹4,022.00",TOTAL
R00140,21,--------------------------------------------,OTHER
R00140,22,Goods once sold will not be taken back,FOOTER
R00140,23,Cash Payment,FOOTER
R00141,0,APOLLO PHARMACY OUTLET,VENDOR
R00141,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00141,2,Ph: 9840099887,ADDRESS
R00141,3,GST Reg No: 33AAACA6677D1ZW,GSTIN
R00141,4,GST INVOICE,OTHER
R00141,5,--------------------------------------------,OTHER
R00141,6,Invoice No: INV-2025-06675,INVOICE
R00141,7,Bill Date: 26-Aug-2025,DATE
R00141,8,--------------------------------------------,OTHER
R00141,9,Item                     Qty          Amount,OTHER
R00141,10,Antiseptic Liquid          4          584.88,ITEM
R00141,11,Vitamin D3                 2          410.12,ITEM
R00141,12,Vitamin D3                 1          185.62,ITEM
R00141,13,Vitamin D3                 3          539.49,ITEM
R00141,14,Paracetamol Strip          4          136.36,ITEM
R00141,15,--------------------------------------------,OTHER
R00141,16,Total Qty: 14,OTHER
R00141,17,"Subtotal:                           1,856.47",SUBTOTAL
R00141,18,CGST @ 6%:                            111.39,TAX
R00141,19,SGST @ 6%:                            111.39,TAX
R00141,20,Round Off Adj:                         -0.25,TAX
R00141,21,"Net Payable:                        2,079.00",TOTAL
R00141,22,--------------------------------------------,OTHER
R00141,23,Subject to local jurisdiction,FOOTER
R00141,24,Cash Payment,FOOTER
R00142,0,KUMAR MEDICALS,VENDOR
R00142,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00142,2,Ph: 9811099887,ADDRESS
R00142,3,GST Reg No: 07AAFCK3321L1ZK,GSTIN
R00142,4,RETAIL INVOICE,OTHER
R00142,5,--------------------------------------------,OTHER
R00142,6,Inv No: RCPT-2024-75090,INVOICE
R00142,7,Date of Supply: 04.07.2025,DATE
R00142,8,--------------------------------------------,OTHER
R00142,9,Item                     Qty          Amount,OTHER
R00142,10,"Digital Thermometer        4        1,037.96",ITEM
R00142,11,Vitamin D3                 3          492.21,ITEM
R00142,12,Digital Thermometer        1          237.03,ITEM
R00142,13,Digital Thermometer        1          295.52,ITEM
R00142,14,--------------------------------------------,OTHER
R00142,15,Total Qty: 9,OTHER
R00142,16,"Total Before Tax:                   2,062.72",SUBTOTAL
R00142,17,IGST @ 12%:                           247.53,TAX
R00142,18,Round Off Adj:                         -0.25,TAX
R00142,19,"Grand Total:                       ₹2,310.00",TOTAL
R00142,20,--------------------------------------------,OTHER
R00142,21,Subject to local jurisdiction,FOOTER
R00143,0,PARK STREET CAFE,VENDOR
R00143,1,"40 Park Street, Kolkata 700017",ADDRESS
R00143,2,Ph: 9830044332,ADDRESS
R00143,3,GST Reg No: 19AAFCP7890X1ZW,GSTIN
R00143,4,GST INVOICE,OTHER
R00143,5,--------------------------------------------,OTHER
R00143,6,Receipt No: TI-2025-82099,INVOICE
R00143,7,Dated: 04/02/2025,DATE
R00143,8,--------------------------------------------,OTHER
R00143,9,Item                     Qty          Amount,OTHER
R00143,10,Filter Coffee              2           64.98,ITEM
R00143,11,Biryani                    2          562.22,ITEM
R00143,12,Paneer Butter Masala       1          289.85,ITEM
R00143,13,--------------------------------------------,OTHER
R00143,14,Taxable Value:                        917.05,SUBTOTAL
R00143,15,IGST @ 5%:                             45.85,TAX
R00143,16,Round Off Adj:                          0.10,TAX
R00143,17,Total Amount:                        ₹963.00,TOTAL
R00143,18,--------------------------------------------,OTHER
R00143,19,Goods once sold will not be taken back,FOOTER
R00144,0,Lucknow Travels Agencies,VENDOR
R00144,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00144,2,Ph: 9839011223,ADDRESS
R00144,3,GST Reg No: 09AAGCL1122Y1ZT,GSTIN
R00144,4,RETAIL INVOICE,OTHER
R00144,5,--------------------------------------------,OTHER
R00144,6,Bill No: TI-2024-44906,INVOICE
R00144,7,Invoice Date: 2025-04-09,DATE
R00144,8,--------------------------------------------,OTHER
R00144,9,Item                     Qty          Amount,OTHER
R00144,10,City Taxi                  1          247.65,ITEM
R00144,11,"City Taxi                  2        1,025.54",ITEM
R00144,12,"Outstation Cab             3       10,186.86",ITEM
R00144,13,--------------------------------------------,OTHER
R00144,14,Total Qty: 6,OTHER
R00144,15,"Taxable Value:                     11,460.05",SUBTOTAL
R00144,16,CGST @ 2.5%:                          286.50,TAX
R00144,17,SGST @ 2.5%:                          286.50,TAX
R00144,18,Round Off:                             -0.05,TAX
R00144,19,"Total Amount:                     ₹12,033.00",TOTAL
R00144,20,--------------------------------------------,OTHER
R00144,21,Subject to local jurisdiction,FOOTER
R00145,0,PATEL STORES,VENDOR
R00145,1,"31 Adajan, Surat 395007",ADDRESS
R00145,2,Ph: 9825099001,ADDRESS
R00145,3,GSTIN: 24AAHCP6677V1Z8,GSTIN
R00145,4,GST INVOICE,OTHER
R00145,5,--------------------------------------------,OTHER
R00145,6,Invoice No: INV-2024-23376,INVOICE
R00145,7,Date of Supply: 04-Apr-2025,DATE
R00145,8,--------------------------------------------,OTHER
R00145,9,Item                     Qty          Amount,OTHER
R00145,10,Atta 5kg                   2          655.98,ITEM
R00145,11,Sunflower Oil 1L           2          241.48,ITEM
R00145,12,Sugar 1kg                  4          194.24,ITEM
R00145,13,--------------------------------------------,OTHER
R00145,14,"Taxable Value:                      1,091.70",SUBTOTAL
R00145,15,CGST @ 2.5%:                           27.30,TAX
R00145,16,SGST @ 2.5%:                           27.29,TAX
R00145,17,Round Off:                             -0.29,TAX
R00145,18,"Total:                             ₹1,146.00",TOTAL
R00145,19,--------------------------------------------,OTHER
R00145,20,Thank you for your business,FOOTER
R00145,21,UPI Payment,FOOTER
R00146,0,Lucknow Travels Agencies,VENDOR
R00146,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00146,2,GSTIN: 09AAGCL1122Y1ZT,GSTIN
R00146,3,TAX INVOICE,OTHER
R00146,4,--------------------------------------------,OTHER
R00146,5,Date: 2025-08-26,DATE
R00146,6,Invoice No: TI-2025-53708,INVOICE
R00146,7,--------------------------------------------,OTHER
R00146,8,Item                     Qty          Amount,OTHER
R00146,9,"Outstation Cab             2        3,736.62",ITEM
R00146,10,"Airport Transfer           4        6,517.32",ITEM
R00146,11,City Taxi                  1          331.73,ITEM
R00146,12,--------------------------------------------,OTHER
R00146,13,Total Qty: 7,OTHER
R00146,14,"Taxable Value:                     10,585.67",SUBTOTAL
R00146,15,CGST @ 2.5%:                          264.64,TAX
R00146,16,SGST @ 2.5%:                          264.64,TAX
R00146,17,Round Off:                              0.05,TAX
R00146,18,"Amount Payable:                   ₹11,115.00",TOTAL
R00146,19,--------------------------------------------,OTHER
R00146,20,Thank you for your business,FOOTER
R00146,21,Cash Payment,FOOTER
R00147,0,Mumbai Print Solutions LLP,VENDOR
R00147,1,"21 Lower Parel, Mumbai 400013",ADDRESS
R00147,2,GST Reg No: 27AAFCM4455C1ZM,GSTIN
R00147,3,TAX INVOICE,OTHER
R00147,4,--------------------------------------------,OTHER
R00147,5,Invoice Number: TI-2025-15427,INVOICE
R00147,6,"Dated: Feb 09, 2025",DATE
R00147,7,--------------------------------------------,OTHER
R00147,8,Item                     Qty          Amount,OTHER
R00147,9,"Brochure Print 100         2        5,440.00",ITEM
R00147,10,"Brochure Print 100         3        8,753.67",ITEM
R00147,11,Business Cards 500         1          837.88,ITEM
R00147,12,--------------------------------------------,OTHER
R00147,13,Total Qty: 6,OTHER
R00147,14,"Taxable Value:                     15,031.55",SUBTOTAL
R00147,15,"CGST @ 9%:                          1,352.84",TAX
R00147,16,"SGST @ 9%:                          1,352.84",TAX
R00147,17,Rounding:                              -0.23,TAX
R00147,18,"Amount Payable:                   ₹17,737.00",TOTAL
R00147,19,--------------------------------------------,OTHER
R00147,20,THANK YOU VISIT AGAIN,FOOTER
R00147,21,Cash Payment,FOOTER
R00148,0,GANGA DEPARTMENTAL STORE,VENDOR
R00148,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00148,2,Ph: 9839066554,ADDRESS
R00148,3,GST No.: 09AABCG5566Z1ZD,GSTIN
R00148,4,RETAIL INVOICE,OTHER
R00148,5,--------------------------------------------,OTHER
R00148,6,Date: 02/06/2025,DATE
R00148,7,Invoice Number: INV-2024-77130,INVOICE
R00148,8,--------------------------------------------,OTHER
R00148,9,Item                     Qty          Amount,OTHER
R00148,10,Sugar 1kg                  4          175.08,ITEM
R00148,11,Sunflower Oil 1L           1          139.51,ITEM
R00148,12,Milk 1L                    4          208.84,ITEM
R00148,13,--------------------------------------------,OTHER
R00148,14,Total Before Tax:                     523.43,SUBTOTAL
R00148,15,CGST @ 2.5%:                           13.09,TAX
R00148,16,SGST @ 2.5%:                           13.08,TAX
R00148,17,Round Off:                              0.40,TAX
R00148,18,Bill Total:                          ₹550.00,TOTAL
R00148,19,--------------------------------------------,OTHER
R00148,20,Thank you for your business,FOOTER
R00148,21,Cash Payment,FOOTER
R00149,0,Gujarat Enterprises,VENDOR
R00149,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00149,2,Ph: 9825011234,ADDRESS
R00149,3,GST No.: 24AABCG2244U1ZA,GSTIN
R00149,4,CASH MEMO,OTHER
R00149,5,--------------------------------------------,OTHER
R00149,6,Date: 28/04/2025,DATE
R00149,7,Invoice No: INV-2025-38295,INVOICE
R00149,8,--------------------------------------------,OTHER
R00149,9,Item                     Qty          Amount,OTHER
R00149,10,"Extension Board            4        1,302.84",ITEM
R00149,11,HDMI Cable 2m              2          367.26,ITEM
R00149,12,"Extension Board            4        2,187.96",ITEM
R00149,13,HDMI Cable 2m              2          870.70,ITEM
R00149,14,--------------------------------------------,OTHER
R00149,15,"Total Before Tax:                   4,728.76",SUBTOTAL
R00149,16,CGST @ 9%:                            425.59,TAX
R00149,17,SGST @ 9%:                            425.59,TAX
R00149,18,Rounding:                               0.06,TAX
R00149,19,"Amount Payable:                    ₹5,580.00",TOTAL
R00149,20,--------------------------------------------,OTHER
R00149,21,Subject to local jurisdiction,FOOTER
R00149,22,Cash Payment,FOOTER
R00150,0,GANGA DEPARTMENTAL STORE,VENDOR
R00150,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00150,2,GSTIN/UIN: 09AABCG5566Z1ZD,GSTIN
R00150,3,RETAIL INVOICE,OTHER
R00150,4,--------------------------------------------,OTHER
R00150,5,Invoice No: RCPT-2025-17281,INVOICE
R00150,6,Date of Supply: 06.01.2025,DATE
R00150,7,--------------------------------------------,OTHER
R00150,8,Item                     Qty          Amount,OTHER
R00150,9,Sugar 1kg                  2          111.50,ITEM
R00150,10,Sugar 1kg                  2          113.04,ITEM
R00150,11,Sunflower Oil 1L           1          182.68,ITEM
R00150,12,Sunflower Oil 1L           2          288.18,ITEM
R00150,13,"Basmati Rice 5kg           4        1,888.76",ITEM
R00150,14,Toor Dal 1kg               3          500.58,ITEM
R00150,15,--------------------------------------------,OTHER
R00150,16,Total Qty: 14,OTHER
R00150,17,"Subtotal:                           3,084.74",SUBTOTAL
R00150,18,CGST @ 2.5%:                           77.12,TAX
R00150,19,SGST @ 2.5%:                           77.12,TAX
R00150,20,Rounding:                               0.02,TAX
R00150,21,"Total Amount:                       3,239.00",TOTAL
R00150,22,--------------------------------------------,OTHER
R00150,23,THANK YOU VISIT AGAIN,FOOTER
R00150,24,Cash Payment,FOOTER
R00151,0,RELIANCE FRESH SUPERMARKET,VENDOR
R00151,1,"Shop 4 Kurla West, Mumbai 400070",ADDRESS
R00151,2,Ph: 9820044556,ADDRESS
R00151,3,GSTIN/UIN: 27AAACR5055K1Z7,GSTIN
R00151,4,CASH MEMO,OTHER
R00151,5,--------------------------------------------,OTHER
R00151,6,Cash Memo No: BILL-2025-40481,INVOICE
R00151,7,"Date: Feb 09, 2025",DATE
R00151,8,--------------------------------------------,OTHER
R00151,9,Item                     Qty          Amount,OTHER
R00151,10,Atta 5kg                   3          880.86,ITEM
R00151,11,Basmati Rice 5kg           1          696.49,ITEM
R00151,12,Toor Dal 1kg               4          597.00,ITEM
R00151,13,Atta 5kg                   4          975.28,ITEM
R00151,14,Toor Dal 1kg               3          372.66,ITEM
R00151,15,Toor Dal 1kg               3          409.50,ITEM
R00151,16,--------------------------------------------,OTHER
R00151,17,"Taxable Value:                      3,931.79",SUBTOTAL
R00151,18,CGST @ 2.5%:                           98.30,TAX
R00151,19,SGST @ 2.5%:                           98.29,TAX
R00151,20,Round Off:                             -0.38,TAX
R00151,21,"Total Amount:                      ₹4,128.00",TOTAL
R00151,22,--------------------------------------------,OTHER
R00151,23,Goods once sold will not be taken back,FOOTER
R00151,24,UPI Payment,FOOTER
R00152,0,RELIANCE FRESH SUPERMARKET,VENDOR
R00152,1,"Shop 4 Kurla West, Mumbai 400070",ADDRESS
R00152,2,Ph: 9820044556,ADDRESS
R00152,3,GSTIN/UIN: 27AAACR5055K1Z7,GSTIN
R00152,4,GST INVOICE,OTHER
R00152,5,--------------------------------------------,OTHER
R00152,6,Invoice Number: INV-2024-81954,INVOICE
R00152,7,Bill Date: 08.05.2025,DATE
R00152,8,--------------------------------------------,OTHER
R00152,9,Item                     Qty          Amount,OTHER
R00152,10,Sunflower Oil 1L           2          309.76,ITEM
R00152,11,Toor Dal 1kg               1          133.35,ITEM
R00152,12,--------------------------------------------,OTHER
R00152,13,Total Before Tax:                     443.11,SUBTOTAL
R00152,14,CGST @ 2.5%:                           11.08,TAX
R00152,15,SGST @ 2.5%:                           11.08,TAX
R00152,16,Rounding:                              -0.27,TAX
R00152,17,Grand Total:                         ₹465.00,TOTAL
R00152,18,--------------------------------------------,OTHER
R00152,19,Subject to local jurisdiction,FOOTER
R00152,20,Card Payment,FOOTER
R00153,0,Gujarat Enterprises,VENDOR
R00153,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00153,2,Ph: 9825011234,ADDRESS
R00153,3,GST No.: 24AABCG2244U1ZA,GSTIN
R00153,4,RETAIL INVOICE,OTHER
R00153,5,--------------------------------------------,OTHER
R00153,6,Receipt No: INV-2025-55249,INVOICE
R00153,7,Bill Date: 12-07-2025,DATE
R00153,8,--------------------------------------------,OTHER
R00153,9,Item                     Qty          Amount,OTHER
R00153,10,"Extension Board            4        1,489.04",ITEM
R00153,11,HDMI Cable 2m              3          699.48,ITEM
R00153,12,Extension Board            1          317.90,ITEM
R00153,13,--------------------------------------------,OTHER
R00153,14,"Total Before Tax:                   2,506.42",SUBTOTAL
R00153,15,CGST @ 9%:                            225.58,TAX
R00153,16,SGST @ 9%:                            225.58,TAX
R00153,17,Rounding:                               0.42,TAX
R00153,18,"Total:                             ₹2,958.00",TOTAL
R00153,19,--------------------------------------------,OTHER
R00153,20,Thank you for your business,FOOTER
R00153,21,Card Payment,FOOTER
R00154,0,KUMAR MEDICALS,VENDOR
R00154,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00154,2,GSTIN/UIN: 07AAFCK3321L1ZK,GSTIN
R00154,3,GST INVOICE,OTHER
R00154,4,--------------------------------------------,OTHER
R00154,5,Inv No: TI-2025-91754,INVOICE
R00154,6,"Invoice Date: May 09, 2025",DATE
R00154,7,--------------------------------------------,OTHER
R00154,8,Item                     Qty          Amount,OTHER
R00154,9,Antiseptic Liquid          2          228.06,ITEM
R00154,10,"Digital Thermometer        4        1,476.76",ITEM
R00154,11,Paracetamol Strip          1           18.25,ITEM
R00154,12,Antiseptic Liquid          4          592.56,ITEM
R00154,13,Vitamin D3                 1          175.21,ITEM
R00154,14,--------------------------------------------,OTHER
R00154,15,"Taxable Amount:                     2,490.84",SUBTOTAL
R00154,16,CGST @ 6%:                            149.45,TAX
R00154,17,SGST @ 6%:                            149.45,TAX
R00154,18,Rounding:                               0.26,TAX
R00154,19,"Total:                             ₹2,790.00",TOTAL
R00154,20,--------------------------------------------,OTHER
R00154,21,Subject to local jurisdiction,FOOTER
R00155,0,SHELL SELECT FUEL POINT,VENDOR
R00155,1,"Whitefield Main Rd, Bengaluru 560066",ADDRESS
R00155,2,Ph: 9845077889,ADDRESS
R00155,3,GST No.: 29AAACS9911A1ZI,GSTIN
R00155,4,TAX INVOICE,OTHER
R00155,5,--------------------------------------------,OTHER
R00155,6,Invoice No: BILL-2024-92470,INVOICE
R00155,7,Invoice Date: 09/03/2025,DATE
R00155,8,--------------------------------------------,OTHER
R00155,9,Product                 Litres          Amount,OTHER
R00155,10,"CNG                       28        2,157.96",ITEM
R00155,11,--------------------------------------------,OTHER
R00155,12,"Sub Total:                          2,157.96",SUBTOTAL
R00155,13,Rounding:                               0.04,TAX
R00155,14,"Grand Total:                       ₹2,158.00",TOTAL
R00155,15,--------------------------------------------,OTHER
R00155,16,*** CUSTOMER COPY ***,FOOTER
R00156,0,ANNAPURNA RESTAURANT,VENDOR
R00156,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00156,2,GSTIN: 29AABCA1234M1ZQ,GSTIN
R00156,3,CASH MEMO,OTHER
R00156,4,--------------------------------------------,OTHER
R00156,5,Cash Memo No: INV-2024-99442,INVOICE
R00156,6,Invoice Date: 2025-08-31,DATE
R00156,7,--------------------------------------------,OTHER
R00156,8,Item                     Qty          Amount,OTHER
R00156,9,Paneer Butter Masala       1          284.76,ITEM
R00156,10,Biryani                    1          247.49,ITEM
R00156,11,Filter Coffee              1           57.74,ITEM
R00156,12,Veg Thali                  3          802.35,ITEM
R00156,13,Filter Coffee              1           69.84,ITEM
R00156,14,Paneer Butter Masala       1          221.24,ITEM
R00156,15,--------------------------------------------,OTHER
R00156,16,"Total Before Tax:                   1,683.42",SUBTOTAL
R00156,17,IGST @ 5%:                             84.17,TAX
R00156,18,Rounding:                               0.41,TAX
R00156,19,"Total:                             ₹1,768.00",TOTAL
R00156,20,--------------------------------------------,OTHER
R00156,21,Subject to local jurisdiction,FOOTER
R00156,22,Cash Payment,FOOTER
R00157,0,GANGA DEPARTMENTAL STORE,VENDOR
R00157,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00157,2,Ph: 9839066554,ADDRESS
R00157,3,GSTIN: 09AABCG5566Z1ZD,GSTIN
R00157,4,GST INVOICE,OTHER
R00157,5,--------------------------------------------,OTHER
R00157,6,Date of Supply: 23.05.2025,DATE
R00157,7,Invoice No: BILL-2024-75834,INVOICE
R00157,8,--------------------------------------------,OTHER
R00157,9,Item                     Qty          Amount,OTHER
R00157,10,Toor Dal 1kg               4          705.68,ITEM
R00157,11,Milk 1L                    1           66.00,ITEM
R00157,12,Basmati Rice 5kg           1          611.90,ITEM
R00157,13,Sunflower Oil 1L           2          300.90,ITEM
R00157,14,--------------------------------------------,OTHER
R00157,15,"Subtotal:                           1,684.48",SUBTOTAL
R00157,16,CGST @ 2.5%:                           42.11,TAX
R00157,17,SGST @ 2.5%:                           42.11,TAX
R00157,18,Rounding:                               0.30,TAX
R00157,19,"Total:                             ₹1,769.00",TOTAL
R00157,20,--------------------------------------------,OTHER
R00157,21,Thank you for your business,FOOTER
R00157,22,Card Payment,FOOTER
R00158,0,KUMAR MEDICALS,VENDOR
R00158,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00158,2,Ph: 9811099887,ADDRESS
R00158,3,GST Reg No: 07AAFCK3321L1ZK,GSTIN
R00158,4,TAX INVOICE,OTHER
R00158,5,--------------------------------------------,OTHER
R00158,6,Cash Memo No: TI-2024-38723,INVOICE
R00158,7,"Date of Supply: Aug 05, 2025",DATE
R00158,8,--------------------------------------------,OTHER
R00158,9,Item                     Qty          Amount,OTHER
R00158,10,Digital Thermometer        2          557.90,ITEM
R00158,11,Digital Thermometer        2          560.88,ITEM
R00158,12,Vitamin D3                 1          266.07,ITEM
R00158,13,"Digital Thermometer        4        1,437.56",ITEM
R00158,14,Digital Thermometer        2          723.70,ITEM
R00158,15,"Vitamin D3                 4        1,114.12",ITEM
R00158,16,--------------------------------------------,OTHER
R00158,17,"Subtotal:                           4,660.23",SUBTOTAL
R00158,18,CGST @ 6%:                            279.62,TAX
R00158,19,SGST @ 6%:                            279.61,TAX
R00158,20,Round Off:                             -0.46,TAX
R00158,21,"Total:                              5,219.00",TOTAL
R00158,22,--------------------------------------------,OTHER
R00158,23,Subject to local jurisdiction,FOOTER
R00158,24,UPI Payment,FOOTER
R00159,0,Lucknow Travels Agencies,VENDOR
R00159,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00159,2,Ph: 9839011223,ADDRESS
R00159,3,GST No.: 09AAGCL1122Y1ZT,GSTIN
R00159,4,GST INVOICE,OTHER
R00159,5,--------------------------------------------,OTHER
R00159,6,Cash Memo No: TI-2025-73097,INVOICE
R00159,7,"Dated: Feb 23, 2025",DATE
R00159,8,--------------------------------------------,OTHER
R00159,9,Item                     Qty          Amount,OTHER
R00159,10,"Outstation Cab             3        6,269.64",ITEM
R00159,11,"Airport Transfer           3        3,852.84",ITEM
R00159,12,"City Taxi                  2        1,089.16",ITEM
R00159,13,"Airport Transfer           4        5,528.24",ITEM
R00159,14,"Airport Transfer           1        1,065.29",ITEM
R00159,15,--------------------------------------------,OTHER
R00159,16,Total Qty: 13,OTHER
R00159,17,"Total Before Tax:                  17,805.17",SUBTOTAL
R00159,18,CGST @ 2.5%:                          445.13,TAX
R00159,19,SGST @ 2.5%:                          445.13,TAX
R00159,20,Rounding:                              -0.43,TAX
R00159,21,"Net Payable:                      ₹18,695.00",TOTAL
R00159,22,--------------------------------------------,OTHER
R00159,23,THANK YOU VISIT AGAIN,FOOTER
R00160,0,INDIAN OIL FUEL STATION,VENDOR
R00160,1,"OMR Perungudi, Chennai 600096",ADDRESS
R00160,2,Ph: 9840055667,ADDRESS
R00160,3,GST No.: 33AAACI0123R1ZQ,GSTIN
R00160,4,RETAIL INVOICE,OTHER
R00160,5,--------------------------------------------,OTHER
R00160,6,Invoice No: RCPT-2025-43176,INVOICE
R00160,7,Dated: 24/04/2025,DATE
R00160,8,--------------------------------------------,OTHER
R00160,9,Product                 Litres          Amount,OTHER
R00160,10,"Petrol                    43        4,452.65",ITEM
R00160,11,--------------------------------------------,OTHER
R00160,12,"Total Before Tax:                   4,452.65",SUBTOTAL
R00160,13,Rounding:                               0.35,TAX
R00160,14,"Total:                             ₹4,453.00",TOTAL
R00160,15,--------------------------------------------,OTHER
R00160,16,Subject to local jurisdiction,FOOTER
R00160,17,Card Payment,FOOTER
R00161,0,KUMAR MEDICALS,VENDOR
R00161,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00161,2,Ph: 9811099887,ADDRESS
R00161,3,GSTIN: 07AAFCK3321L1ZK,GSTIN
R00161,4,CASH MEMO,OTHER
R00161,5,--------------------------------------------,OTHER
R00161,6,Bill Date: 2025-02-18,DATE
R00161,7,Bill No: INV-2025-43733,INVOICE
R00161,8,--------------------------------------------,OTHER
R00161,9,Item                     Qty          Amount,OTHER
R00161,10,Vitamin D3                 1          230.92,ITEM
R00161,11,"Digital Thermometer        4        1,082.48",ITEM
R00161,12,Digital Thermometer        1          269.30,ITEM
R00161,13,Digital Thermometer        1          201.72,ITEM
R00161,14,Vitamin D3                 3          543.39,ITEM
R00161,15,--------------------------------------------,OTHER
R00161,16,"Taxable Amount:                     2,327.81",SUBTOTAL
R00161,17,CGST @ 6%:                            139.67,TAX
R00161,18,SGST @ 6%:                            139.67,TAX
R00161,19,Round Off:                             -0.15,TAX
R00161,20,"Total Amount:                      ₹2,607.00",TOTAL
R00161,21,--------------------------------------------,OTHER
R00161,22,THANK YOU VISIT AGAIN,FOOTER
R00162,0,PATEL STORES,VENDOR
R00162,1,"31 Adajan, Surat 395007",ADDRESS
R00162,2,GST No.: 24AAHCP6677V1Z8,GSTIN
R00162,3,CASH MEMO,OTHER
R00162,4,--------------------------------------------,OTHER
R00162,5,Date: 2025-04-20,DATE
R00162,6,Cash Memo No: RCPT-2024-50813,INVOICE
R00162,7,--------------------------------------------,OTHER
R00162,8,Item                     Qty          Amount,OTHER
R00162,9,"Basmati Rice 5kg           3        1,396.29",ITEM
R00162,10,Sugar 1kg                  2          111.84,ITEM
R00162,11,--------------------------------------------,OTHER
R00162,12,"Sub Total:                          1,508.13",SUBTOTAL
R00162,13,CGST @ 2.5%:                           37.71,TAX
R00162,14,SGST @ 2.5%:                           37.70,TAX
R00162,15,Rounding:                               0.46,TAX
R00162,16,"Grand Total:                        1,584.00",TOTAL
R00162,17,--------------------------------------------,OTHER
R00162,18,Goods once sold will not be taken back,FOOTER
R00162,19,Card Payment,FOOTER
R00163,0,HYDERABAD BIRYANI HOUSE,VENDOR
R00163,1,"5 Gachibowli, Hyderabad 500081",ADDRESS
R00163,2,Ph: 9848012345,ADDRESS
R00163,3,GSTIN: 36AADCH4567S1ZS,GSTIN
R00163,4,RETAIL INVOICE,OTHER
R00163,5,--------------------------------------------,OTHER
R00163,6,Date of Supply: 21.03.2025,DATE
R00163,7,Invoice Number: BILL-2024-21906,INVOICE
R00163,8,Table: 12   Covers: 3,OTHER
R00163,9,--------------------------------------------,OTHER
R00163,10,Item                     Qty          Amount,OTHER
R00163,11,Butter Naan                1           65.87,ITEM
R00163,12,"Paneer Butter Masala       4        1,303.80",ITEM
R00163,13,Paneer Butter Masala       2          553.12,ITEM
R00163,14,--------------------------------------------,OTHER
R00163,15,"Subtotal:                           1,922.79",SUBTOTAL
R00163,16,CGST @ 2.5%:                           48.07,TAX
R00163,17,SGST @ 2.5%:                           48.07,TAX
R00163,18,Round Off Adj:                          0.07,TAX
R00163,19,"Amount Payable:                     2,019.00",TOTAL
R00163,20,--------------------------------------------,OTHER
R00163,21,Thank you for your business,FOOTER
R00164,0,BENGAL BOOK DEPOT,VENDOR
R00164,1,"6 Park Street, Kolkata 700016",ADDRESS
R00164,2,Ph: 9830011234,ADDRESS
R00164,3,GST No.: 19AACCB3456W1ZT,GSTIN
R00164,4,CASH MEMO,OTHER
R00164,5,--------------------------------------------,OTHER
R00164,6,Receipt No: INV-2024-86812,INVOICE
R00164,7,Bill Date: 25/07/2025,DATE
R00164,8,--------------------------------------------,OTHER
R00164,9,Item                     Qty          Amount,OTHER
R00164,10,Marker Pen                 3           96.06,ITEM
R00164,11,Stapler                    2          283.40,ITEM
R00164,12,--------------------------------------------,OTHER
R00164,13,Total Qty: 5,OTHER
R00164,14,Taxable Amount:                       379.46,SUBTOTAL
